Sample File,C:\Users\APRL lab\Desktop\SMPS data\ENV400_2014\ENV400_20140307.S80
Classifier Model,3080
DMA Model,3081
DMA Inner Radius(cm),0.00937
DMA Outer Radius(cm),0.01961
DMA Characteristic Length(cm),0.44369
CPC Model,3772
Gas Viscosity (kg/(m*s)),1.8325e-005
Mean Free Path (m),6.73e-008
Channels/Decade,64
Multiple Charge Correction,FALSE
Nanoparticle Aggregate Mobility Analysis,FALSE
Diffusion Correction,FALSE
Units,dw/dlogDp
Weight,Number
20,03/07/14,09:15:38,,1196.22,2418.89,2589.31,1964.09,2954.25,2665.48,3230.26,2738.06,3258.29,3129.95,5212.4,3990.85,5073.8,5458.01,6054.25,5680.34,6239.9,7061.51,6707.68,6654.3,7828.51,9200.46,7586.43,8772.89,8088.95,7816.26,8087.99,8838.32,8369.77,8561,8108.01,7456.72,8224.53,7809.35,8152.55,7846.19,7460.01,7752.84,7523.92,7512.11,6415.21,6721.26,7202.34,6336.15,6451.01,6250.8,5724.19,6391.04,6058.3,6597.46,6208.96,5963.81,6140.83,6188.48,6649.67,6013.74,5634.02,6439.87,5790.98,6010.59,5721.5,5977.69,5570.25,5012.89,4804.4,4467.18,4665.38,4355.11,4411.08,3699.29,3455.55,3104.77,3021,2931.37,2561.12,2428.36,2347.9,2372.61,1810.99,1659.15,1543.18,1776.43,1785.33,1126.08,1096.91,1056.61,970.381,767.694,754.161,662.248,557.812,512.548,286.764,444.075,453.222,202.961,242.79,209.495,323.261,122.693,214.689,94.0862,31.8258,162.752,132.203,33.5672,34.3753,0,0,36.1112,210,30,FALSE,1,0.071,3,0.3,1,1,10.2319,9601.54,13.8237,723.394,1.36,,Normal Scan,1.78,7.52082,1204.88,54.2554,78.8765,58.6529,29.9614,2.12067,7194.92,
21,03/07/14,09:19:37,,573.462,1568.54,2241.33,3456.95,3590.64,4052.08,5645.02,4315.32,6644.98,6714.64,8279.51,8988.18,8765.81,11301.5,11883.4,12319.3,12016.2,12318.3,12684.8,14759.5,13556.1,14197.6,15690.5,15231,16197.7,16198.8,15343.6,15786.4,15987.3,15492.7,15422.2,14886.6,15461,15032.2,14471.8,14183.5,15525.6,15069.4,15694.4,14346.1,14109.6,13989,14828.1,14667.4,13768,14578.8,13856.2,14137.1,14230.5,14303,13402.7,13956.5,12458,12622,13425.9,13184.8,12722,12021.9,10816.3,11487.8,11255.7,10224.3,10705.7,10499.5,9344.26,10117.1,9652.38,9378.38,8611.94,8593.85,7719.54,8004.58,7178.06,6775.37,6203.41,6771.69,5918.18,6117.21,5510.55,5236.01,4694.31,4682.82,4139.46,4596.46,4290.07,3116.19,3487.57,2949.51,2483.1,2176.36,2246.43,2073.37,1893.76,2263.18,1621.03,1881.15,1519.12,1314.84,995.317,796.56,762.763,509.335,651.061,492.104,272.511,421.023,360.209,173.927,177.566,72.2224,210,30,FALSE,1,0.071,3,0.3,1,1,10.2319,9601.54,13.8237,723.394,1.36,,Normal Scan,1.78,7.52082,1204.88,60.8654,90.6356,65.1724,34.5989,2.20221,14771.7,
22,03/07/14,09:23:38,,1624.03,2554.79,2036.07,3570.72,3721.67,4258.57,4718.28,5296.11,5383.79,6424.47,8083.7,7203.22,8393.83,8085.8,8861.91,8993.6,10687.8,9416.26,10391.3,13070.2,12749.2,11170.8,12681.9,12215.1,12493.6,12575,12362.4,13079.9,13364.8,13730.2,13704.4,14384.1,13247.5,14664.4,14067.8,13402.6,13373.1,12720.7,13366.5,13030.2,13134.4,13452.6,14039.8,12712.3,13305.6,12951.6,12483.5,13070.1,11645.6,12956.6,12784.3,12239.2,11220.1,12424.8,12333.8,11813.5,10910.8,11086.7,11822,11206,10789.5,10379,10074.1,9455.04,8716.51,8994.94,8645.32,8285.32,7181.42,8144.65,7515.6,7087.79,6758.01,6904,6449.42,6701.58,5623.18,6053,4860.18,4777.15,4628.24,4173.2,4643.91,4203.59,3488.66,3453.88,3493.95,2870.18,3234.81,1968.71,2668.33,1950.58,2194.06,1611.17,1907.13,1232.28,1466.3,1138.31,825.304,858.835,837.313,736.412,696.842,317.216,460.424,237.294,171.876,174.674,62.764,181.735,210,30,FALSE,1,0.071,3,0.3,1,1,10.2319,9601.54,13.8237,723.394,1.36,,Normal Scan,1.78,7.52082,1204.88,63.3518,93.4894,67.0281,46.1384,2.22378,13313.1,
23,03/07/14,09:27:38,,1627.82,3672.21,2987.37,2886.29,1995.84,3507.66,3694.02,4159.61,4343.91,6098.89,5930.3,6675.2,6985.74,7025.03,8276.73,7235.31,8880.53,9346.32,9547.29,9124.16,10267.8,10875.2,10828.7,11660,11805.9,12523.3,11994.8,11820,11779.8,11712.7,11431.7,12464,10963.7,12078.8,11958,11416.6,10973.5,11555.7,11850.8,11955.8,11584.4,11205.8,11107,10875.3,11132.4,11227.8,11004.2,10372.8,10466.5,10267.2,10916.8,9821.6,9470.75,10027.4,10201.2,9073.92,8660.25,9851.29,8856.18,9687.88,9422.41,8519.44,9110.13,8280.39,7577.5,6762.23,7495.07,7890.59,8114.54,7429.27,7389.2,7209.18,6611.01,6203.4,5580.99,5639.77,5247.23,5485.9,5585.9,4987.21,4278.92,4345.84,4186.31,3924.8,3871.32,3423.16,3127.26,2729.73,2783.33,2278.32,2405.15,2184.73,1983.68,1769.62,1689.92,1216.36,1395.39,975.097,1081.43,774.379,924.533,881.003,509.213,507.296,278.125,286.754,273.719,191.955,213.079,72.2224,210,30,FALSE,1,0.071,3,0.3,1,1,10.2319,9601.54,13.8237,723.394,1.36,,Normal Scan,1.78,7.52082,1204.88,63.6265,96.5042,68.2184,34.5989,2.26465,11669.2,
24,03/07/14,09:31:38,,2007.12,2958.74,2715.27,3299.82,4428.16,3716.79,4265.93,5423.88,4456.78,5324.05,6197.4,6441.35,6180.48,7628.25,6974.63,7992.45,7027.59,8005.57,9185.48,9780.01,10066.9,10004.9,10190.8,10961.1,9162.58,10288.7,11066.1,10037.3,9907.38,10544.2,10065.7,10883.7,10000.1,10371.6,10620.6,10295,10396.9,10375,10332.1,9675.29,10468.5,10290.1,9703.74,10098.1,10961.5,9743.55,10216.5,9295.35,10136.6,9643.93,9642.76,10430.8,10223.3,8720.29,8688.2,8697.92,9131.62,9088.12,9331.81,8193.62,8345.13,8237.74,8755.85,8205.62,7960.93,7520.89,7759.8,7701.83,7174.58,7073.04,6353.65,6537.91,5930.9,6118.99,5580.5,5739.57,5976.33,5176.05,4825.05,4801.27,4295.52,4228.36,4085.63,4122.44,3859.85,3701.86,3457.03,3625.93,2608.83,2469.23,2832.13,2000.13,2000.52,1970.18,1744.3,1512.2,1429.13,1279.02,1023.58,909.516,755.553,790.639,726.279,325.504,297.458,210.512,386.172,157.02,213.079,144.445,210,30,FALSE,1,0.071,3,0.3,1,1,10.2319,9601.54,13.8237,723.394,1.36,,Normal Scan,1.78,7.52082,1204.88,65.5923,99.2825,69.1939,35.8664,2.31545,11014.1,
25,03/07/14,09:35:38,,1482.17,2508.54,2420.75,2428.02,2834.12,4143.36,3477.91,4077.94,4494.75,4027.55,4841.23,5487.48,4973.11,6880.11,6560,8039.22,6862.33,8928.67,7698.29,7139.35,8368.99,8239.59,8594.15,8718.84,8514.54,9477,10077.7,9963.92,9135.76,8856.09,9130.44,10656.8,10507.3,9241.28,9278.96,9800.06,9931.58,9595.33,10062.1,9291.36,9773.05,9262.8,9554.03,9454.96,9946.98,10102.7,9770.02,9446.87,8307.47,9303.95,9160.06,9216.95,9632.12,9130.76,8966.2,9381.8,8359.82,8066.02,9185.13,8199.57,8415.36,8206.57,8122.97,8526.12,8381.28,7951.15,7104.93,8010.68,7294.49,7057.34,7153.5,6784.13,6715.78,5984.96,6083.91,6120.98,5924.78,5287.87,5055.73,4909.07,4233.58,3980.57,4461.06,3482.25,4182.11,3431,3002.46,3225.43,2735.96,2728.35,2505.87,2371.55,1991.84,2207.87,1901.43,1677.42,1745.06,1273.57,1025.16,858.736,854.745,646.694,681.398,442.195,474.143,203.727,154.873,226.889,142.053,65.0002,210,30,FALSE,1,0.071,3,0.3,1,1,10.2319,9601.54,13.8237,723.394,1.36,,Normal Scan,1.78,7.52082,1204.88,69.4838,103.383,72.5158,42.9351,2.31161,10421.4,
26,03/07/14,09:39:38,,1577.74,2148.94,2150.48,2219.11,3298.82,3414.97,4419.94,4262.8,4540.59,5415.87,5369.41,5885.02,5821.6,6805.55,6878.09,6912.74,7680.85,7813.56,8854.45,9040.21,8191.04,8919.61,9829.53,8680.4,9513.74,9858.69,9220.05,9030.93,9357.54,10128.7,10132,9910.06,10089.3,10005.5,10096.9,9877.63,9867.39,10176.1,10348.4,9920.84,9817.85,9536.55,10040.2,9600.38,10665.3,9439.45,9934.14,9126.7,9777.64,9325.72,9436.68,9173.66,9716.14,9162.94,9865.55,9701.59,9760.48,8815.4,8934.33,9880.25,8514.08,9423.46,8701.8,8616.67,8754.42,8056.55,8102.43,7619.17,7002.45,7451.23,7956.28,5611.38,6960.07,7294.33,6230.06,6350.91,5795.55,5331.98,4922.22,4317.66,4643.2,4644.59,4047.42,4589.86,3127.11,3970.17,3389.31,2977.92,3358.83,2787.93,2404.51,2391.07,2346.37,1684.36,1961.88,1612.17,1538.63,1145.61,1372.63,1097.29,887.352,440.024,354.136,275.299,476.43,353.889,153.222,279.479,275.843,109.513,210,30,FALSE,1,0.071,3,0.3,1,1,10.2319,9601.54,13.8237,723.394,1.36,,Normal Scan,1.78,7.52082,1204.88,69.382,102.866,72.2829,68.539,2.30702,10798.2,
27,03/07/14,09:43:38,,717.55,1657.27,927.066,1494.24,1772.16,2012.75,1782.49,2063.55,3461.59,1662.61,3275.07,2986.24,3735.23,4100.54,4210.79,4985.21,4179.09,4909.05,4922.6,4986.5,5608.61,6122.31,6505.6,5738.47,6561.88,7152.7,6727.15,6063.42,6453.21,6877.34,7248.97,7104.95,7971.49,8369.39,7712.29,8551.52,6992.93,6820.47,7076.11,7413.34,8368.55,7985.99,7405.04,7989.07,7615,7686.89,7322.94,7953.83,7657.8,7944.74,8299.01,7800.13,7775.55,7353.64,7746.87,7969.64,7456.29,7353.54,8010.59,7897.8,7186.52,7423,8086.24,6973.37,7078.59,7295.62,6865.15,6980.05,7046.78,6957.77,6257.65,6297.81,5939.08,5542.85,5501.85,5811.58,5201.21,5088.35,5092.66,5142.74,4432.51,4209.94,4424.23,3170.64,3254.55,3364.74,3091.99,2664.15,2813.22,2608.87,2378.61,2352.24,1972.95,2048.13,1905.36,1290.24,1378.93,1435.5,1146.73,874.991,701.881,633.829,630.801,520.806,396.61,335.672,326.749,226.889,142.053,36.1112,210,30,FALSE,1,0.071,3,0.3,1,1,10.2319,9601.54,13.8237,723.394,1.36,,Normal Scan,1.78,7.52082,1204.88,80.4574,114.131,81.4393,49.5807,2.28829,8391.34,
28,03/07/14,09:47:38,,837.052,1052.3,969.662,1183.01,1784.8,1806.27,2101.91,1490.75,2103.25,1750.18,2504.23,2561.57,2681.58,2760.06,2670.14,3617.07,3470.5,3428.46,4400,4515.89,4715.12,4787.16,5219.72,5205.65,5567.49,5746.9,5835.59,4376.34,5771.18,5491.47,5186.9,5290.9,5807.14,6866.52,6122.82,6417.59,6344.33,6231.17,6387.36,5551.08,6221.88,6283,5953,5696.86,6325.85,6449.28,5681.79,6300.75,5891.65,6413.72,5595.51,6469.27,5984.64,6057.13,5710.21,5794.05,6449.55,5958.81,6553.71,5986.32,6002.89,6358.69,6892.22,5843.4,6234.56,6621.84,5987.58,6325.88,6537.6,6034.65,5813.29,4910.88,5909.54,5710.91,4854.37,5823.28,4955.69,4508.67,4942.39,4353.65,3796.14,3846.17,3762.02,3692.23,3862.37,3462.98,2903.14,3050.32,2731.8,2554.6,2734.74,2340.55,1665.45,1670.96,1467.04,1385.67,1654.64,1201.65,1150.4,893.557,833.68,696.553,539.376,535.702,376.134,345.942,162.549,209.609,142.053,72.2224,210,30,FALSE,1,0.071,3,0.3,1,1,10.2319,9601.54,13.8237,723.394,1.36,,Normal Scan,1.78,7.52082,1204.88,85.4895,121.071,85.6565,130.975,2.33207,7042.97,
29,03/07/14,09:51:38,,286.731,806.928,758.508,475.523,1313.88,1240.76,1380.83,888.503,1416.28,1701.11,1211.32,1475.11,1918.41,2259.88,2340.74,2569.45,2725.4,2787.89,3539.39,3064.08,3402.02,4496.37,4462.17,3809.41,4392.74,5300.32,4314.63,4715.31,5156.45,5275.13,4501.14,5157.47,5560.28,5149.45,5727.54,5822.44,5922.38,6310.44,5036.21,6046.06,5880.95,5344.67,6705.93,5564.19,5798.36,5189.13,5624.43,5516.25,5237.87,6537.15,6097.66,6288.79,6108.53,6450.03,5916.49,6546.3,5722.79,6102.21,6098.8,6340.34,5987.88,6354.49,6728.81,6636.76,6163.73,6091.53,5774.54,5367.63,5799.19,5621.75,5849.44,5051.15,5120.83,5760.87,5444.57,4884.7,5219.2,4686.37,4898.29,4490.68,4321.15,4246.87,3997.8,3595.74,2964.49,2623.94,3038.17,2864.21,2707.89,2503.13,1880.14,1988.44,1631.83,2020.72,1746.83,1759.68,1277.14,1470.17,967.952,759.981,954.692,597.789,545.091,470.601,343.083,86.5125,221.972,174.674,177.566,108.334,210,30,FALSE,1,0.071,3,0.3,1,1,10.2319,9601.54,13.8237,723.394,1.36,,Normal Scan,1.78,7.52082,1204.88,92.1417,125.768,91.0748,130.975,2.26897,6527.63,
30,03/07/14,09:55:38,,286.731,537.952,355.468,1007.25,573.715,868.753,934.775,823.084,1582.74,1533.52,1543.74,1953.57,1768.27,2236.37,3255.33,2821.59,3019.42,3461.97,2983.85,3489.97,4165.06,4365.31,4699.44,5034.68,5723.72,4920.62,4220.24,4730.69,6468.45,5558.72,5558.85,6305.06,6135.69,5965.95,5617.62,7337.31,7205.84,6803.96,7111.43,6893.54,7030.45,6356.23,6735.02,5746.74,6353.57,6668.22,5854.19,6559.46,7208.39,7111.69,6502.14,6341.13,6139.61,6303.59,5678.91,5741.38,6510.5,6207.71,5646.57,6611.99,6431.24,6096.91,6231.65,6460.4,6265.35,5968.22,5096.53,6486.56,5204.78,5959.57,5690.67,5362.68,5158.59,5417.92,5771.05,5012.75,4554.69,5091.79,4363.45,4154.65,4095.27,3482.39,3402.76,3540.74,3355.8,3341.98,3027.01,2559.2,2531,2084.63,2230.06,2033.36,2050.23,1875.42,1350.83,1626.69,1181.25,1009.2,1165.97,865.155,986.357,873.77,560.535,592.515,344.227,302.105,171.876,209.609,204.817,44.5127,210,30,FALSE,1,0.071,3,0.3,1,1,10.2319,9601.54,13.8237,723.394,1.36,,Normal Scan,1.78,7.52082,1204.88,85.451,121.649,88.0587,49.5807,2.24587,6860.1,
31,03/07/14,09:59:38,,191.154,717.269,1011.34,713.285,596.496,1052.72,1071.08,1757.27,1397.45,1489.73,1329.61,2264.35,2731.03,2547.37,3256.36,3420.63,2358,3682.53,3331.31,3851.27,3812.78,5124.47,4967.86,5021.45,5520.89,5508.84,6280.83,6240.5,6179.27,6345.86,7465.92,7254.49,7866.1,7792.22,8521.54,8827.39,8487.26,7720.7,7461.87,7487.49,7445.62,7951.85,6754.65,6332.7,6787.95,6977.34,6642.01,6837.19,6387.03,6057.2,6592.6,7032.3,6263.53,5932.16,6260.79,5768.54,6022.25,5369.81,6437.47,6252.03,5705.74,6002.35,5822.29,6341.56,6121.79,6695.68,6167.65,5822.13,5779.24,5491.87,5248.71,5629.46,5601.19,5451.22,5227.38,4932.4,4594.83,4531.68,4938.36,4484.03,3981.2,4106.54,3306.77,4384.36,3660.85,3204.78,2690.28,3084.17,2831.61,2314.02,2326.35,1877.28,1982.46,1794.28,2109.8,1508.87,1458.58,1195.63,850.166,957.59,1202.93,709.418,633.954,528.799,304.418,312.375,196.924,69.8696,142.053,72.2224,210,30,FALSE,1,0.071,3,0.3,1,1,10.2319,9601.54,13.8237,723.394,1.36,,Normal Scan,1.78,7.52082,1204.88,80.0627,118.451,85.0311,49.5807,2.25652,7299.24,
32,03/07/14,10:03:38,,358.384,379.371,1048.97,678.766,894.743,1866.91,1159.88,1456.75,1551.39,1958.3,2243.21,1928.08,2814.79,3231.25,2933.49,3689.86,4694.03,4950.42,5171,4477.54,6477.22,5990.95,6671.24,7622.19,6352.52,7381.5,8032.14,9011.28,8182.99,9690.19,8849.91,9598.87,10682.7,9748.91,9815.29,10643.3,9553.74,9417.73,9461.56,9574.11,7901.89,8353.18,7964.26,6683.29,7491.05,6319.89,6843.02,6551.61,6116.08,6717.95,5940.77,5768.66,5976.61,6132.53,6701.91,6479.25,6392.98,6150.42,6601.96,5963.47,6074.02,5969.7,5806.31,5424.62,6038.85,6707.24,6674.96,6332.59,5980.52,6026.53,5966.82,5348.47,5589.99,5218.07,5234.63,5001.35,5151.27,4782.7,4200.04,4891.36,4277.27,4020.29,3374.56,2963.92,3226.43,3205.63,3096.59,2415.59,3033.7,2539.23,2100.82,2050.66,1964.21,1614.82,1376.03,1352.35,1279.99,1075.54,1237.44,735.944,901.019,535.065,433.995,532.636,462.712,344.781,283.046,215.357,47.2364,36.1112,210,30,FALSE,1,0.071,3,0.3,1,1,10.2319,9601.54,13.8237,723.394,1.36,,Normal Scan,1.78,7.52082,1204.88,69.6579,109.617,78.2038,44.5079,2.24557,8069.52,
